Id,SalePrice
717,248963.35716589377
720,157608.0933558941
721,74128.31652267995
726,143864.9984701543
733,109313.55553429366
736,139294.16759309653
738,109416.20841690684
741,140198.15414857905
743,48893.15370488438
745,130237.61952671017
750,137008.22968655446
756,89494.00390264127
757,126137.55365613381
758,145007.71767462595
760,73132.7870146952
765,118209.43162741329
775,131466.5650135104
776,129653.99069490608
780,189082.88169153544
783,210012.7534753908
790,122845.57019552375
795,82635.56933787519
796,125100.07679078047
797,160202.3915452597
798,114804.79238414284
804,189246.83836301864
805,209227.1584923298
806,219620.27580344526
808,120272.16641359197
814,141532.6063146189
818,268077.39045484323
821,245241.97590910833
822,304404.94799394713
825,248742.92871193148
827,230132.385096359
830,194305.10856044947
834,248411.84041666126
835,214777.792051546
842,147079.64508298226
845,209014.60347297552
852,213086.0940769503
857,138419.879054098
858,154909.23698038864
859,125615.04759854153
860,135469.5746786287
861,133740.24916303108
864,239316.79936425193
868,201321.23941192543
869,215573.01871334368
872,243700.15661733714
873,199623.9340275873
885,108041.1874614826
890,118090.33001354123
895,97921.90542203403
899,88539.7875644833
906,116476.33521465525
918,167450.38524038426
923,160910.35464841567
925,141206.5023201253
927,150079.54658421275
932,201912.25380947327
933,125164.37720450613
934,143940.38805313566
942,91725.2406536881
947,238839.19647280333
948,262541.20115551644
951,133121.78668911185
957,267238.96360112284
958,325687.8513290105
959,229901.7482408448
963,195172.79815562651
967,240084.3962559534
968,344519.54771773156
971,156646.81602262097
972,157471.09054915817
976,86039.654452839
978,81466.37731122466
979,98242.59868290216
984,120818.60527182929
986,160362.57302679314
991,193682.37112656212
996,181784.3749673087
1001,268599.76766624156
1007,202961.84501395596
1008,175973.25469093124
1009,204581.51900104727
1014,171329.3099425787
1022,221245.21142694348
1024,150766.2682369871
1027,140361.4128749695
1030,167714.16612619892
1032,158606.81439837225
1035,137430.2532014682
1042,99083.45729646225
1047,136203.498577235
1050,120411.17882479477
1055,272982.0323373297
1059,463322.1667581739
1061,396628.93856044905
1064,470705.1963024368
1077,217462.21368988036
1081,209393.49153786298
1092,215958.31553857133
1093,189625.30111395105
1095,187872.2170776969
1099,259430.0140077437
1101,280979.80259454367
1103,312673.8127197633
1109,254766.68432785117
1112,214839.26991079247
1113,249421.04229803133
1114,239303.32051451094
1116,245069.27159416993
1117,220115.30812207577
1119,248743.33022614827
1121,216510.4654279429
1122,213825.3649279824
1125,244366.3363613611
1137,163371.8523528848
1142,197086.90643801
1144,182371.0889147289
1145,194032.65193844977
1147,174798.04806151407
1148,188964.47841780705
1149,156660.95465195752
1150,125971.00466300147
1153,111679.65091901374
1154,116398.94103659203
1159,416639.70570803544
1161,179228.26793128497
1167,161503.22571002302
1171,258488.82034115394
1174,170673.07348831283
1188,188592.04574401787
1189,169916.96507329823
1191,156824.83252847428
1195,148035.80953540432
1199,174554.21394226103
1201,174093.9800486541
1204,189566.72884360584
1211,138344.44937092523
1214,154013.88871063484
1219,147926.49966662153
1220,77594.94733319647
1227,170749.57506391825
1229,193501.31670171997
1231,139570.4245506201
1234,196892.93445671102
1235,128233.34576556388
1239,172928.63841575405
1240,144938.18510319607
1241,161759.74340348277
1246,111801.26521701626
1249,164055.09346241437
1250,136278.36020201046
1252,139970.30801744104
1259,151631.30632507373
1267,120517.02481993464
1269,107507.13329348023
1270,150166.68150192345
1272,128022.19344280183
1274,136933.7434884229
1276,121040.78776166355
1279,151547.52532694626
1281,159046.80797372205
1286,144361.92644601682
1287,131068.12559251241
1290,88332.94400855589
1291,131865.3867742597
1297,120078.0725375735
1302,133481.9422435187
1303,43475.02074495904
1312,108870.48056575982
1315,122178.24010512115
1322,56678.109329718354
1327,106189.49261206565
1331,139432.33462650797
1333,134010.61381708845
1334,130687.0071594228
1336,133585.8748546835
1341,131916.13596296182
1344,101780.74744454311
1347,143848.10321991175
1348,145767.56449143996
1353,157553.52190013838
1355,140336.61357007557
1356,122758.3647860816
1357,146400.68784507475
1361,107758.59934802489
1364,111068.14213382541
1368,115132.19984623129
1369,98574.15410580914
1371,117290.20015902327
1373,133396.9457999531
1374,123355.11068803178
1387,124283.77039028287
1388,114765.48736230354
1392,145456.99576179194
1394,145619.9688921291
1406,127886.62992954787
1407,236292.66528079446
1408,162788.92274251644
1409,147003.72563503435
1411,148952.57636299267
1412,97376.68300959797
1413,135678.7640225584
1414,127976.14325977991
1425,244171.95522702805
1430,188898.03617207974
1431,198083.7276388011
1435,202550.59978237195
1441,210605.73334650073
1444,211025.57802984279
1445,132374.49299996626
1446,134616.23862895093
1452,126406.1687524023
1453,121768.42978118904
1456,229259.9846344516
1457,244802.17872529195
1460,264246.5511400133
1463,261589.26937362298
1468,207848.2629616105
1471,186930.27420219712
1474,202129.1364050711
1475,204354.54726756574
1476,204215.1096984412
1478,188322.05894809752
1482,135201.71038875988
1483,135201.71038875988
1484,135201.71038875988
1485,135201.71038875988
1496,147599.3750598124
1497,130073.8044169624
1500,131243.58053730006
1506,121013.46041108595
1507,107636.4048467363
1509,132805.73265641503
1510,128319.12730054162
1513,125434.33713056074
1517,124988.09285924467
1518,169552.49047749196
1523,134151.635387693
1524,144668.5524874483
1526,175982.92931973527
1529,190159.15438988278
1531,169334.9192558226
1535,147948.07851246762
1536,146202.49670839333
1538,390627.05147812277
1540,249356.46483787242
1543,125833.15727396756
1545,103559.2275862158
1546,109094.82951681162
1557,85431.72235877723
1558,99289.12159659575
1559,73242.95250790268
1563,239468.66296628828
1568,159218.21562196105
1571,189358.5084308629
1578,166634.07614041225
1579,223838.16835931005
1584,223414.2785631131
1586,302225.18546241947
1604,133219.30707589665
1606,153935.32860727567
1610,177781.4558284246
1611,114220.37133207178
1618,165892.84584012657
1623,185729.13151243897
1624,185060.8053175403
1628,169071.9850530806
1633,261239.12760470336
1645,160665.87298398648
1649,191902.83633692705
1652,143938.79349034885
1653,153118.7542242957
1656,154188.35507449927
1662,177938.0384291006
1668,126847.98076562776
1670,116129.68043335032
1672,112208.30622995438
1673,136654.77876615824
1674,167730.35945979485
1677,107412.94536142075
1678,107412.94536142075
1679,117403.94162581423
1685,346747.53681858815
1692,482146.9698717605
1693,312147.79839089676
1696,506965.6979527754
1709,318830.48783393356
1711,297400.2295848318
1717,189473.88069747138
1718,189473.88069747138
1721,233846.6211644427
1722,216766.84729710754
1725,334763.5027635933
1726,215727.33782343438
1730,171415.32388885433
1731,185123.48847166135
1733,179789.8488691262
1737,200036.56369818773
1746,228083.37457135197
1747,173459.81544500208
1748,170423.25502197578
1749,218983.4875226172
1760,183123.01952241024
1761,766622.3627864997
1762,351092.9545344567
1768,740647.9255555227
1769,241334.52952382527
1770,306937.5759476034
1776,217426.36676997255
1781,380361.92796858086
1785,266047.49820812186
1792,238371.34637704087
1798,268759.64648336417
1812,183249.04225690087
1814,207022.8213635103
1817,135644.29342322508
1818,144859.4074937642
1822,138314.3389825098
1823,118491.187397194
1829,260949.83022269653
1838,201335.20182912477
1845,167708.85404698792
1851,212258.98007327635
1855,297010.5911058585
1856,187440.63747029775
1858,189242.84121611025
1865,205107.50889417538
1866,137919.03488583426
1867,155760.33300885913
1868,192212.60011462372
1876,142260.6554841777
1878,155723.1533477753
1879,158827.10156560616
1882,138565.30433814335
1883,134909.15848210984
1887,102659.74976127615
1895,144190.17868887266
1898,170608.38950300554
1904,76334.87964255839
1908,141953.31056008243
1917,138079.57887555656
1918,125349.41894078384
1920,142433.6963201467
1922,146337.00584540085
1923,140572.5048448368
1931,148631.28447705414
1935,142988.23862091624
1936,136976.34913179482
1939,122772.90529849766
1943,113179.89250617122
1944,144653.25333944024
1946,301557.6092243134
1952,88502.55398275585
1954,119314.21476722624
1958,125231.24981055781
1964,145336.34534263072
1966,141295.48806029366
1969,104649.66739510035
1977,101771.40447956728
1980,97135.94722468428
1984,116016.95399205861
1985,85801.61252557387
1988,101304.52733889646
1989,125772.30803393731
1991,120197.77755553076
1992,126276.71475179364
1997,128690.8299226999
1999,172129.37152310507
2003,105718.29604145371
2005,100198.89182942084
2010,134364.63434883728
2012,120985.26223600408
2016,143513.39670536102
2017,121768.80903829054
2022,174989.56638189303
2023,146457.7078394721
2035,108913.81046488228
2036,161829.1247171899
2040,105833.5442122836
2042,134132.3085036242
2043,87327.38778494873
2055,117374.03121482926
2056,122465.11367044359
2059,119467.48361368544
2064,121445.0146697723
2066,222427.67410260494
2070,149251.89882031808
2071,91181.41740197795
2078,265304.92280827445
2080,140781.92367147488
2085,125167.93210007298
2089,125957.64010132739
2090,184783.85684627938
2092,230804.82572330808
2094,244335.1167032599
2095,208757.5331013216
2098,348932.2460005234
2099,248867.13497712684
2103,248867.13497712684
2120,159418.3187039842
2122,164032.34594837847
2123,157768.027163349
2134,197587.0496767639
2135,131305.5999476879
2136,138172.58427468454
2143,145238.68650958894
2145,290595.8361378345
2146,252499.24912909523
2148,207816.84277421696
2155,282060.11617573234
2156,234970.56881176203
2157,135201.71038875988
2159,209847.96956076508
2161,188693.76802799047
2164,187611.59464567757
2165,176522.59718970553
2169,121368.64717452282
2171,106887.329881675
2180,153711.85879625537
2184,135497.75386804622
2185,74629.9961637845
2188,96426.7215684325
2191,121836.52323641391
2192,93550.87911357298
2196,152967.80281087363
2198,123085.77658382905
2204,192072.073486773
2210,167768.3762503039
2213,128248.97292098182
2215,328158.0556047072
2219,283762.2776963537
2221,228909.97179311185
2224,196224.03504174371
2228,162573.26823569697
2232,117378.77931884666
2239,96896.66857274227
2246,240093.98904653307
2247,242556.53430974903
2249,137296.40551843055
2251,192816.70834780362
2254,145760.27978601505
2256,214332.32295126547
2259,216134.56595129578
2263,255690.57120459387
2266,219280.88852892575
2271,208678.37219433798
2274,217003.5549565242
2275,277376.7475645619
2280,141404.6269677257
2281,126710.53953536713
2291,89757.73819678089
2292,148091.63225239448
2295,195222.42445918886
2297,114704.01522122507
2299,148476.21278780708
2302,127283.83542604682
2303,127660.62852928757
2304,132110.25687684136
2308,202980.764493288
2312,248109.2351452457
2314,165113.13692456105
2315,183713.46665087546
2316,169507.03502299715
2320,231134.4020060285
2321,295718.88626077375
2322,224239.78240640293
2325,164872.40672243774
2336,443990.79074584565
2340,323484.2349348204
2341,312752.39829177945
2342,393934.1084286521
2345,224180.0807369588
2346,160215.2227612991
2347,147583.97153822394
2354,259642.66280896112
2357,180845.49157872587
2359,143726.06136849476
2360,135573.09185052942
2361,105795.08309322201
2362,99022.10243500637
2366,123674.71530139053
2367,97900.0286008797
2370,107412.94536142075
2373,98168.59964910624
2376,122447.51178485162
2378,141521.7238118887
2382,274935.62285306316
2387,313361.8686059033
2392,360018.98721524037
2395,326332.08847680024
2396,361659.2568539364
2397,270231.17778911366
2399,348775.0569426566
2401,447781.7855643809
2402,262306.55772676575
2407,216700.26719741148
2411,179259.00273178366
2414,187286.7709375288
2418,267152.58332044416
2419,190388.30608295518
2424,195709.03611752362
2427,177339.53278665218
2430,213231.88094513127
2439,214305.59888454803
2441,262505.41332842654
2442,241354.5591232307
2446,561438.2802847296
2447,426479.69740492967
2452,307281.4747980814
2457,339667.7078776335
2458,241395.03647644262
2462,431689.4247652439
2465,206711.6563857377
2467,208471.06606845825
2473,145289.23730827688
2478,196562.9237345819
2479,167308.70766821143
2482,156206.28723022743
2485,125422.85282141552
2488,123738.57028007672
2494,127439.1903962227
2500,274896.11623586086
2509,164449.45914698773
2512,183015.88988011167
2514,162255.28619342085
2515,194804.72302732564
2516,232492.9701631529
2518,170033.22530021556
2519,171694.22255686417
2520,157143.92578124898
2527,155125.7307417433
2532,130601.62900046264
2538,130622.67807316981
2539,146563.70645668978
2543,127853.40962982371
2551,140817.03008361312
2554,122221.77314947716
2555,102382.05146122396
2557,92980.76174952326
2561,131385.54229172383
2563,137451.92679615042
2564,150500.534200813
2570,126958.04939797243
2571,326791.5295051683
2576,149748.75156591152
2582,124542.39813111446
2584,152024.7104227151
2587,126661.50745472498
2589,127812.7402178103
2591,208442.54898068446
2597,112513.62378085034
2602,122080.61108980756
2605,157862.0487803272
2610,167893.74981984546
2611,146308.39056830047
2614,118404.17291021021
2616,186643.5041482216
2617,139973.86988117927
2620,129883.94837471
2623,93507.88928705461
2631,138791.62289020512
2638,127653.6050771145
2639,117008.12000423133
2645,114691.07180891762
2647,95018.41976953809
2648,133716.45722731765
2650,104550.51180012037
2652,102572.38530036906
2656,111738.37934231998
2658,129115.41843139366
2661,196238.69909748717
2665,141180.37383360683
2673,159852.2452892125
2678,99046.08715999598
2679,115650.93711213979
2680,76882.1339409641
2685,116441.49490226498
2695,117644.05026394325
2698,95980.14089251732
2700,179408.99810051985
2706,132286.22195914754
2708,143678.594644899
2709,137491.0700198675
2711,122432.32557739246
2718,190473.5621199569
2719,189223.2331500387
2721,186115.88929400517
2725,166990.77893618567
2726,253684.97152532023
2732,221525.81535133772
2733,117692.68562985134
2739,169929.70894736215
2747,161839.047307135
2751,248915.94637689285
2754,202086.77233988247
2755,244843.91305621227
2756,222274.50010485298
2758,224783.24036167772
2763,198704.27141973865
2764,207518.39548247875
2765,197895.31860951576
2766,157312.03513221178
2768,188190.68257013924
2781,233012.5409987242
2784,160221.26847518364
2785,130558.08025243574
2786,125239.0349713305
2796,248365.84423576988
2797,245885.1747944582
2801,234563.2447367591
2805,233123.48433519533
2806,203595.70262076537
2812,205458.46804861713
2817,132191.93362757834
2822,135477.06875637305
2825,234553.61783231903
2828,132412.57917813078
2831,157403.04356196063
2843,138042.354101265
2845,115400.64160660643
2847,151479.7519215314
2855,181734.5518625659
2856,127178.08597734569
2859,157916.38965116412
2865,203198.27753789228
2867,172219.9033102966
2869,209392.05273601672
2870,216283.571241103
2874,107057.37712195098
2876,70792.31001250488
2889,128064.4493443456
2892,291442.3892575779
2895,239120.00488976488
2898,296740.71811906865
2901,291761.11541785416
2902,316639.7442414978
2908,148687.0083214815
2909,110926.96320386087
2916,157020.2169883344
2917,85151.5839392002
2919,82637.53882898028
2921,92047.54728712926
2922,180055.77284587832
2925,171804.04683123104
2928,130974.6723618022
